	DNA_blank_P1	DNA_blank_P2	EL_003_pre	EL_003_pw	EL_007_un	EL_007_un1	EL_022_pre	EL_023_pre	EL_025_un	EL_025_un1	EL_026_pre	EL_027_pre1	EL_027_pre2	EL_028_pre1	EL_028_pre2	EL_031_pre	EL_032_pre	EL_035_pw	EL_036_pre	EL_036_pw	EL_047_pre	EL_050_pre	EL_050_pw	EL_051_pre	EL_051_pw	EL_052_pre	EL_052_pw	EL_059_pre	EL_059_pw	EL_068_pre1	EL_068_pre2	EL_070_pm	EL_070_pre	EL_070_pw	EL_073_pre	EL_074_pre	EL_074_pw	EL_075_pm	EL_075_pre	EL_075_pw	EL_078_pre	EL_078_pw	FS_006_pre_in	FS_006_pre_out	FS_006_pre1	FS_024_pre	NE.077_pre	NE_002_pre1	NE_002_pre2	NE_002_pw	NE_009_un	NE_009_un1	NE_010_un	NE_010_un1	NE_012_un	NE_012_un1	NE_018_pre	NE_018_pw	NE_021_pre	NE_034_pre	NE_034_pw	NE_035_pre	NE_037_pre	NE_038_pre	NE_041_pre	NE_041_pw	NE_043_pre	NE_056_pre	NE_056_pw	NE_058_pre	NE_058_pw	NE_063_pre	NE_063_pw	NE_066_pre	NE_067_pre	NE_067_pw	NE_069_pre	NE_069_pw	NE_071_pre	NE_072_pre	NE_079_pre	NE_079_pw	PA_001_pre	PA_001_pw	PA_008_un	PA_008_un1	PA_011_un	PA_011_un1	PA_013_pre	PA_013_pw	PA_014_pre	PA_014_pw	PA_015_pre	PA_015_pw	PA_016_un	PA_016_un1	PA_019_pre	PA_029_pre1	PA_029_pre2	PA_029_pw	PA_030_pre1	PA_030_pre2	PA_030_pw	PA_033_pm	PA_033_pre	PA_033_pw	PA_039_pre	PA_040_pre	PA_042_pre	PA_042_pw	PA_044_pm	PA_044_pre	PA_044_pw	PA_045_pre	PA_045_pw	PA_046_pre	PA_046_pw	PA_048_pre	PA_048_pw1	PA_048_pw2	PA_049_pre	PA_049_pw	PA_053_pre	PA_053_pw	PA_054_pre	PA_054_pw	PA_055_pre	PA_055_pw	PA_057_pre	PA_057_pw	PA_060_pre	PA_060_pw	PA_061_pre1	PA_061_pre2	PA_061_pw	PA_062_pre	PA_064_pre	PA_064_pw	PA_065_pre	PA_065_pw	PA_076_pre	PA_076_pw	PA_080_pre	PA_080_pw	PCR_blank_P1	PCR_blank_P2	SPIKE_P1	SPIKE_P2	UP_001	UP_006	UP_006_1	UP_006_2	UP_006_3	UP_006_4	UP_015	UP_030	US_001	US_006	US_006_2	US_006_4	US_015	US_030
Dorea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dyadobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03
Eggerthella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eikenella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enhydrobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28	0	0	0	0	0	0.03	0	0.02	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0.49	0	0	0	0	0.25	0	0	0	0	0.01	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0.48	0	0.09	0	0	0	0	0	0.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enteractinococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterocloster	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.23	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterococcus	0	0.1	0.59	0.22	0.11	0.02	0.05	0.05	0.46	0	0.01	0.61	0.77	0.02	0	0.16	0.26	0.03	0.01	0.07	0.23	0.05	0	0.49	0.04	0.06	0	0	0.38	0.04	0.14	0.01	0.09	0	0	0.12	4.85	2.46	0.5	6.17	0.06	0.09	0.2	0.13	0.36	0.41	0.11	0	0.08	0.03	0.07	0.15	0.06	0.04	0.21	0.01	0.1	0.19	0.21	0	0.18	0.01	0.17	0.11	0	0.25	0.41	0.08	0.29	0.45	0	0.05	0.26	0.06	0.53	1.98	0.15	0	0.16	0.11	0.16	0.32	1.74	4.04	0.39	0.52	0	0	0.06	0	0.08	0	0.08	0.55	0.02	0.03	0.69	0.06	0.02	0.13	0	0.04	0.02	0	0	0.78	0.03	0.01	0.07	0.16	0.27	0.1	0	0.54	0	0	0.09	0.01	0.35	0	0	0	0.15	0	0.01	0.96	0.21	0.54	0	0	0.05	0	0	0.08	0.05	0.07	0.07	0	0.12	0.14	0	0	0.09	0	0.42	0.25	4.88	3.6	0.25	0	0	0	0.04	0.1	0.33	0	0.03	0.28	0	0.08	1.12	0.07
Eremococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erysipelotrichaceae UCG-003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Escherichia-Shigella	0	0.9	0	0.74	0.1	0.18	0.01	0	0.15	0.78	0.53	0.03	0.25	0.21	0.05	1.84	0.18	0.1	0	0.06	0.4	0.15	0	0.18	0.04	0.12	0.1	0	0.55	0.04	0.47	0	0.25	0.73	0	0.18	0.9	0.6	0.82	0	0.19	0.04	0.47	0	0.03	0.33	0.23	0	0	0.2	0.07	1	0.27	0.15	0.31	0	0.17	0	0.19	0	0	0.07	0.05	0.11	0	0.4	0	0	0.58	0.17	0	0.11	0.16	0.18	0.02	0	0.74	0.39	15.89	0	0.22	0.95	1.41	1.36	0.06	0.13	0.1	0.04	0	0	0	0.53	0.6	1.74	0.06	0.06	1.03	0.91	0.1	0.27	0.15	0.07	0.31	0	0.03	0.57	7.26	18.03	0	0.45	0	0.03	0	0.06	0	0	0.1	0	0	0.31	0	0.06	0	0.26	0.05	1.69	2.99	1.02	0.01	0	0.22	0	0	0	0.04	0	0.08	0	0.16	0	0.16	0.04	0.3	0	0.55	1.04	12.19	14.45	0.39	0.53	0	0.38	0.18	0.24	0.47	0	0	1	1.31	0.3	7.65	0
Ezakiella	5.65	8.22	13.17	1.68	18.11	1.65	6.32	15.9	6.63	10.62	3.11	8.7	10.72	8.89	9.47	3.2	19.77	2.61	24.3	1.63	1.25	2.71	4.81	0.17	0.86	19.3	2.18	15.25	3.01	9.38	14.2	2.37	3.71	3.04	6.24	5.02	3.47	1.74	4.96	2.05	2.24	4.19	17.01	31.6	11.18	2.08	3.61	0.7	3.24	0.33	15.44	3.45	0.79	3.19	2.19	0.07	2.68	4.19	9.2	6.61	2.24	1.82	5.22	1.54	9.4	6.76	1.42	14.8	8.88	1.5	8.48	11.49	4.93	2.77	8.8	1.73	12.96	8.63	2.08	2.73	12.27	0.29	5	1.8	0.43	1.89	6.19	1.35	18.28	4.21	11.74	5.07	3.66	6.52	0.76	2.97	8.22	17.48	27.22	0.74	2.71	1.96	1.34	8.75	9.84	7.91	0.91	1.97	16.94	3.14	6.7	6.58	0.37	0.89	0.48	0.83	2.55	1.78	3.39	3.81	19.68	0.71	10.74	4.14	1.21	2.71	7.09	8.79	28.69	7.73	13.59	1.7	1	1.25	0.98	1.36	10.18	5.27	2.39	6	21.17	4.97	22.68	5.47	2.94	6.57	2.97	0.28	8.63	7.03	8	13.46	3.27	8.59	6.76	5.27	1.85	3.92	7.67	4.52	3.65	9.81
Facklamia	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0.08	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0.21	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	1.04	0	0	0	0	0	0	0.02	0	0	0	0.02	0	0.13	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0.19	0	0	0	0	0	0	0	0	0	0.47	0	0.02	0	0.05	0	0	0	0	0	0	0	0	0	0	4.94	0.05	0	0	0	0	0	0	0.07	0	0	0.06	0	0	0	0	0	0	0	0	0.15	0	0.37	0	0	0	0.11	0.16	0	0	0	0	0	0.05
Faecalibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0.02	0	0	0	0	0	0	0	0.97	0	0.46	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21	0	0	0	0	0	0	0	0	0	0	0.02	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0.07	0	0	0	0	0	0	1.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Faecalimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Family XI	0.54	0.49	0	0.09	0.57	0	0.79	0	0.45	0.06	0.19	0	0.18	0.18	0	0.09	0.03	0.01	0.01	0.11	2.51	0.11	0.01	0	0.01	0	3.67	0.08	0.33	2.69	3.22	0.13	0.74	0.21	0.03	0.11	0.07	0.18	0.7	0	0.14	0.25	0.05	0.01	0.02	0.18	0.16	0.01	0	0	1.86	0.14	0.12	0.08	0.18	0	0.23	0.22	0.73	0	0.17	0.11	0	0.05	0	0.55	0	0	0.98	0	0.04	1.43	0.01	1.95	0	0	2.16	0.4	0.35	2.31	0	0	0.29	0.11	2.56	0.14	0.4	0.01	0.01	0.06	0.18	0.03	0.26	0	0.01	0.01	0.64	3.83	2.29	0.01	0	0.04	0.1	0.05	0	0	0.13	0.1	0.09	0.25	0.36	0.01	0	0	0	0.08	0	0.08	0	0	0.4	0.01	0	0.28	0.12	0.03	0.52	0	3.22	0.53	2.39	0.12	0.02	0	0.13	0	0	0	0.1	0.52	0.35	0.03	0.71	0.01	0	0.67	0.2	0.09	0.43	0.07	0.03	0	0.06	0	0	0.27	0.01	0.72	0.59	0.58	0.09	0.01
Fannyhessea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fastidiosipila	0	0.18	0.73	0.06	0.07	0.06	0.11	0.19	0.22	0.53	0.07	0.08	0.09	0.23	0.27	0.05	1.38	0.03	1.57	0.13	0.16	0.03	0	0.03	0	0.14	0.06	0.24	0.05	0.27	0.47	0	0.16	0.06	0.25	0.05	0	0.01	0	0.07	4.62	0.02	0.13	0	0.54	0.05	0.13	0	0.18	0	0.27	0.09	0.05	0.57	0.21	0	0.78	0.17	2.93	0.27	0	0.2	0.1	0.18	0	0.11	0.09	0.12	0	0.09	0.27	0.55	0.2	0.09	0.04	0.03	0.27	0.36	0.03	0.99	0.89	0	0.07	0.12	0.09	0.06	0	0	0.72	0	0.38	0.23	1.22	0.12	0.04	4.5	0.15	0.02	0	0	4.14	3.6	0.1	0.26	0.05	0.21	0.15	0.07	0.07	0.26	0	0.09	0.02	1.4	0	0.01	0.12	0.03	0.18	0.18	0.08	0.12	0.93	0.07	0.4	0	0.23	0.45	0.73	0	0.33	0.07	0.02	0.09	0	0.03	0.04	0.08	0.09	0.07	0.59	0.32	0.58	0	0.06	0.37	0.12	0	0.21	0	0.43	0.09	0.27	0.52	0.91	0.18	0	0	0.68	0.19	0	0.11
Fenollaria	1.81	1.9	10.75	0.24	0.77	0.57	0.31	13.19	2.75	4.45	1.67	0.66	0.83	1.33	0.95	1.36	1.23	8.31	0.59	6.51	14.43	3.78	0.23	1.54	0.59	1.65	9.99	0.55	3.73	1.33	1.9	0.91	1.4	0.78	1.42	7.73	3.47	2.03	4.43	0.59	6.25	2.02	0.41	1.39	10.78	0.9	4.7	1.44	2.21	0.72	0.28	0.27	0.94	10.58	10.32	1.44	3.69	1.89	14.48	4.57	1.59	0.24	1.24	26.67	7.37	4.47	1.05	13.83	4.83	0.34	1.44	1.56	1.59	2.5	0.45	0.58	2.59	3.63	1.13	8.63	0.53	0.58	8.4	0.75	6.37	0.42	4.57	1.27	0.74	1.6	5.38	5.93	11.18	1.05	1.53	0.72	5.5	4.34	8.3	0.15	0.46	0.54	0.45	3.93	5.21	11.89	2.11	0.34	0.23	4.26	2.28	13.85	0.11	1.39	0.16	0.33	2.31	0.58	2.65	0.23	1.06	15.52	7.74	1.37	22.34	1.87	5.07	1.01	0.54	1.79	4.49	0.6	0.23	0.52	0.9	0.4	13.34	1.43	7.24	2.16	5.77	7.09	2.09	6.33	3.69	3.96	1.41	0.32	2.05	2.24	5.76	1.5	3.91	6.6	4.87	2.26	0.39	3.68	8.03	5.48	3.39	2.36
Finegoldia	16.86	1.01	0.64	13.36	1.92	4.88	0.34	1.27	2.57	3.55	2.94	1.36	1.91	0.9	0.89	0.51	0.81	5.83	1.44	16.15	0.18	4.32	21.33	1.55	1.22	0.29	2.47	1.97	1.91	0.17	0.57	0.56	18.27	0.54	11.2	0.99	10.81	1.74	5.96	15.1	0.38	0.49	1.76	1.99	0.38	0.33	2	16.77	17.52	1.66	0.76	3.77	2.07	0.32	1.05	23.53	4.51	1.07	0.25	1.03	0.69	7.96	7.47	0.1	0.56	2.68	1.36	0.76	3.32	0.33	4.19	0.71	11.88	0.56	0.86	3.17	0.73	4.69	9.73	1.06	2.82	7.75	2.35	1.83	3.44	14.93	5.57	1.35	2.96	1.09	7.25	6.56	0.83	1.44	13.1	7.74	2.65	0.63	0.55	17.4	0.16	1.04	0.45	4.26	0.68	2.56	15.52	3.99	2.63	0.54	5.07	0.84	0.4	2.4	1.94	0.43	2.05	16.59	2.97	1.66	0.51	7.99	0.21	3.83	0.74	4.41	2.39	2.93	0.62	3.58	0.17	11.43	6.22	2.79	0.36	0.69	0.31	1.32	2.95	0.92	0.49	0.87	0.17	19.22	2.81	1.7	0.91	0.5	4.35	2.24	1.62	2.19	3.69	2.18	0.9	2.35	18.02	1.14	3.07	2.26	4.13	2.48
Flavobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavonifractor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fusicatenibacter	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fusobacterium	0	0.14	0.12	0.02	0.04	0.07	0.03	0.11	0.16	0.47	0.03	1.42	2.11	0.09	0	0.18	0.09	0.04	0.06	0.17	0	0	0	0.47	0.06	0.03	0.06	4.24	0.09	0.03	0.04	0.03	0.02	0	0.13	0.08	0.14	0.04	0.12	0.04	2.83	0.11	0.03	0.06	0.08	0	0.01	0	0.08	0	0.03	0.05	0	0	0.24	0	0.15	0.84	0.14	0.64	0	0	0	12.21	0	0.57	0.05	0.09	0.12	0.05	0.12	0	0	0.08	3.03	0.05	0.07	0	0	0.02	4.2	0	5.13	0.02	0.02	0.06	0.71	0.03	0.03	0	0.26	0	0	0.14	0.06	0.04	0	0	0.05	0	0.12	0.03	0.08	0	0.57	1.07	0.04	0.03	0	0.15	0.29	7.94	0.08	0	0	2.63	0.03	3.44	0.24	0.12	0.01	0.03	0.09	0.04	0	0	0.25	0.15	0	0.23	0	0.02	0.05	0.1	0.1	0.03	0.05	0.12	0.6	0.07	0.05	1.02	0.06	0.04	0.12	0.06	0.08	0	0.04	0	0.59	0.22	0.14	0.37	0.24	0	0	0.12	0.27	0	0.34	0.07
Gardnerella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0.05	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gemella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.28	0.95	0	0	0	0	0	0	0	0.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33	0	0	0	0	0	0.12	0	0	0	0	0	0.23	0	0	0.48	0.08	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Geminicoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gemmiger	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gleimia	0	0	0	0	0	0	0	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0	0	0	0	0	0	0.34	0	3.15	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0.11	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0.1	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0	0	0.3	0	0	0.37	0	0	0	0	0	0	0	0.24	0.12	0.32	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
