	DNA_blank_P1	DNA_blank_P2	EL_003_pre	EL_003_pw	EL_007_un	EL_007_un1	EL_022_pre	EL_023_pre	EL_025_un	EL_025_un1	EL_026_pre	EL_027_pre1	EL_027_pre2	EL_028_pre1	EL_028_pre2	EL_031_pre	EL_032_pre	EL_035_pw	EL_036_pre	EL_036_pw	EL_047_pre	EL_050_pre	EL_050_pw	EL_051_pre	EL_051_pw	EL_052_pre	EL_052_pw	EL_059_pre	EL_059_pw	EL_068_pre1	EL_068_pre2	EL_070_pm	EL_070_pre	EL_070_pw	EL_073_pre	EL_074_pre	EL_074_pw	EL_075_pm	EL_075_pre	EL_075_pw	EL_078_pre	EL_078_pw	FS_006_pre_in	FS_006_pre_out	FS_006_pre1	FS_024_pre	NE-077_pre	NE_002_pre1	NE_002_pre2	NE_002_pw	NE_009_un	NE_009_un1	NE_010_un	NE_010_un1	NE_012_un	NE_012_un1	NE_018_pre	NE_018_pw	NE_021_pre	NE_034_pre	NE_034_pw	NE_035_pre	NE_037_pre	NE_038_pre	NE_041_pre	NE_041_pw	NE_043_pre	NE_056_pre	NE_056_pw	NE_058_pre	NE_058_pw	NE_063_pre	NE_063_pw	NE_066_pre	NE_067_pre	NE_067_pw	NE_069_pre	NE_069_pw	NE_071_pre	NE_072_pre	NE_079_pre	NE_079_pw	PA_001_pre	PA_001_pw	PA_008_un	PA_008_un1	PA_011_un	PA_011_un1	PA_013_pre	PA_013_pw	PA_014_pre	PA_014_pw	PA_015_pre	PA_015_pw	PA_016_un	PA_016_un1	PA_019_pre	PA_029_pre1	PA_029_pre2	PA_029_pw	PA_030_pre1	PA_030_pre2	PA_030_pw	PA_033_pm	PA_033_pre	PA_033_pw	PA_039_pre	PA_040_pre	PA_042_pre	PA_042_pw	PA_044_pm	PA_044_pre	PA_044_pw	PA_045_pre	PA_045_pw	PA_046_pre	PA_046_pw	PA_048_pre	PA_048_pw1	PA_048_pw2	PA_049_pre	PA_049_pw	PA_053_pre	PA_053_pw	PA_054_pre	PA_054_pw	PA_055_pre	PA_055_pw	PA_057_pre	PA_057_pw	PA_060_pre	PA_060_pw	PA_061_pre1	PA_061_pre2	PA_061_pw	PA_062_pre	PA_064_pre	PA_064_pw	PA_065_pre	PA_065_pw	PA_076_pre	PA_076_pw	PA_080_pre	PA_080_pw	PCR_blank_P1	PCR_blank_P2	SPIKE_P1	SPIKE_P2	UP_001	UP_006	UP_006_1	UP_006_2	UP_006_3	UP_006_4	UP_015	UP_030	US_001	US_006	US_006_2	US_006_4	US_015	US_030
Ndongobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Negativicoccus	29	108	1080	108	662	15	232	91	79	83	532	108	234	638	590	51	472	44	506	473	240	510	42	219	13	817	186	307	73	1354	1647	153	455	68	210	315	21	35	122	99	486	145	24	90	943	116	1133	529	3239	7	2470	166	140	177	173	755	126	237	78	84	68	559	1675	174	406	31	1282	211	42	136	83	1169	229	604	88	60	1899	67	124	479	1253	66	36	182	991	1199	140	825	89	19	341	31	76	13	75	133	108	1480	661	798	101	111	36	59	25	47	634	485	586	131	48	87	39	366	14	353	119	128	86	60	2201	1093	2646	166	446	44	101	50	338	32	1034	80	428	165	92	115	625	85	323	64	329	100	926	588	76	65	211	43	122	0	136	0	111	157	38	74	0	89	73	178	42	119
Neisseria	0	21	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	8	0	28	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	2172	0	0	0	0	0	0	0	0	11	0	6	0	0	0	0	31	13	0	0	0	0	0	0	0	0	14	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	2	0	0	2	0	0	0	0	10	0	0	0	0	0	0	0	10	0	24	2	0	0	23	0	0	0	0	0	244	0	0	18	0	5	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neorhizobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oceanivirga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parabacteroides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paracoccus	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	6	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	11	0	59	0	0	0	0	0	18	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paraprevotella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parasutterella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parvimonas	0	0	0	0	0	0	138	15	10	0	11	2	8	20	0	8	0	0	0	0	0	0	0	0	0	0	34	8	0	0	0	14	0	0	22	1	0	0	0	0	0	7	0	1	0	0	0	0	35	0	14	0	0	0	8	0	0	6	0	12	0	23	0	0	3	0	5	0	0	0	11	10	0	0	5	11	0	0	0	0	0	0	0	6	18	8	10	476	0	0	0	0	0	0	0	0	0	3	0	0	0	7	21	10	0	0	0	0	7	0	0	0	0	0	0	1173	0	0	3	0	0	0	152	10	0	0	3	0	0	5	0	17	0	9	28	5	0	14	516	19	7	0	0	0	0	0	0	0	0	0	0	0	0	3	0	26	0	17	0	0	0	0
Peptococcus	0	0	5	0	58	0	238	0	10	18	48	11	18	18	20	16	1	0	32	5	32	165	1	227	15	0	429	32	9	7	3	0	100	0	0	21	0	8	9	0	70	16	5	4	19	7	59	34	84	7	12	6	44	123	32	23	13	6	0	1	0	0	52	0	0	0	26	1	0	0	3	0	17	1	2	0	158	26	15	1	0	16	0	1	1431	126	18	531	11	0	17	0	513	0	33	1652	3	18	0	9	98	145	15	13	14	0	69	0	1	18	0	78	0	25	0	29	48	2	1	22	18	228	5	29	52	11	0	0	1	0	98	0	716	93	31	13	39	0	4	0	0	19	0	0	44	13	6	5	9	0	14	0	35	49	24	24	2	26	8	60	0	2
Peptoniphilus	683	1184	6327	1610	7975	712	7768	3157	846	983	3713	4335	4306	6382	6593	3573	1939	3712	4966	5140	5586	6033	5566	3820	545	7388	5188	6287	785	5891	5542	945	8374	678	2033	3822	272	2573	1151	1693	3312	1392	8025	4806	4888	742	5231	2167	10152	54	6277	1629	1115	8847	1978	8276	862	1677	4774	750	497	6682	4739	1369	1579	312	5746	3776	481	6245	797	4481	1274	3437	8590	706	7118	1337	6030	4510	14468	750	696	1160	4787	8623	1790	4858	3539	413	2127	358	3831	477	3174	6383	911	8764	3692	2915	10335	8671	789	810	4562	484	2255	4890	6178	1298	495	2903	136	2524	96	2935	1078	3334	817	1216	6797	5351	13663	2135	6358	282	1034	718	5166	255	12019	2816	3487	1866	871	1130	6202	545	6922	496	2275	1326	2834	5261	1066	922	1205	272	1057	203	1329	1129	879	1620	782	926	5813	899	885	1016	174	962
Peptostreptococcus	0	0	9	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	44	148	0	0	0	0	18	0	17	0	0	0	30	0	0	36	0	17	13	0	0	0	0	0	0	0	0	20	0	0	0	0	0	1516	0	0	0	0	0	0	0	0	370	0	0	0	0	0	12	0	0	0	35	0	0	0	25	0	18	0	0	0	9	0	0	0	0	15	0	0	33	0	26	0	0	0	26	18	0	0	0	0	0	27	0	0	0	0	0	28	11	0	9	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	12	22	0	0	0	0	0	8	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0
Phreatobacter	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phytobacter	0	0	0	0	31	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	30	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	131	0	0	0	0	0	0	0	0	0	0	0	0	32	0
Porphyromonas	175	676	1849	195	2229	191	6880	2226	549	376	1870	5134	4847	7678	7733	326	4530	3183	3654	4086	4562	1514	3880	5511	303	2141	4210	608	235	1103	1530	505	1091	288	680	330	41	495	367	399	2018	901	7358	3865	2097	363	4859	249	1519	46	2777	800	428	2412	1210	3213	479	795	3553	250	206	7760	1910	523	1199	160	2693	212	318	1780	265	3324	501	3106	1678	183	4835	810	358	3909	2190	334	427	276	3913	6530	555	1548	2069	266	1348	203	7645	109	843	4291	710	8935	4741	4225	4064	3082	447	241	2109	152	1116	652	2301	507	185	452	41	864	31	1590	570	208	160	296	3156	9254	5424	1156	8149	119	778	336	2792	128	10549	493	4080	713	472	432	4049	167	2619	236	2473	439	1490	2176	447	406	757	100	293	85	443	785	517	740	528	550	360	569	722	538	130	394
Prevotella	0	331	1161	252	2294	199	13151	129	141	327	3870	4342	3007	1623	1494	366	134	685	260	138	548	668	20	148	38	8755	349	863	158	4323	2603	265	609	245	189	361	4	283	303	780	836	375	1022	768	941	168	1684	251	546	17	723	489	232	19415	1869	5	94	787	424	393	256	5654	7226	5492	286	49	6620	122	209	182	456	916	449	2195	5125	271	2992	50	245	636	5283	0	67	461	1178	964	254	673	233	59	456	23	169	119	920	1615	387	842	184	0	556	148	1087	356	206	96	157	7685	478	363	133	3116	138	101	6	9116	638	1630	207	401	2443	211	2307	421	356	0	591	102	64	113	1141	81	14	259	1286	1141	856	142	3247	259	310	635	334	141	309	140	476	0	136	50	263	71	157	497	615	721	0	869	64	360	2	399
Prevotellaceae UCG-001	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	63	0	0	0	1	0	0	0	12	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	7	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	498	0	0	4	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Propionimicrobium	0	0	13	35	2	0	0	0	31	0	0	35	61	47	12	3344	18	0	0	3	8	6	0	0	17	16	26	42	0	56	301	9	0	0	0	616	0	105	3	13	7	24	4	19	95	0	10	0	32	0	13	0	36	0	0	0	0	19	56	7	0	12	0	0	0	0	33	5	0	86	8	734	0	8	1433	68	50	0	30	0	38	0	14	65	0	29	42	21	17	7	0	0	0	27	0	0	0	0	0	0	7	15	0	0	78	0	0	0	23	8	0	31	6	0	0	0	0	19	11	0	18	0	114	0	4	0	0	0	0	0	10	6	0	15	19	0	0	12	16	0	9	45	12	12	96	0	4	0	26	0	0	0	0	0	0	0	19	0	0	0	0	0
Proteus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudoleptotrichia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas	0	0	0	0	46	0	0	0	30	22	0	0	36	0	0	0	14	11	0	27	23	30	0	0	12	0	0	0	19	0	27	0	28	0	0	0	10	18	20	0	21	0	0	0	0	55	34	0	0	0	27	37	0	19	25	0	0	5	20	0	0	0	0	34	0	19	0	0	9	0	0	0	0	36	0	0	111	0	25	0	0	21	0	3	0	43	0	0	0	0	0	11	21	7	0	0	17	33	0	39	0	0	0	0	0	22	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	26	0	0	0	37	8	0	0	0	0	17	12	0	0	10	0	28	0	0	24	3056	3213	0	7	0	10	0	0	25	0	0	29	29	0	73	0
Pseudonocardia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudoxanthomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psychrobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ralstonia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhizorhapis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rikenellaceae RC9 gut group	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	0	0	0	0	0	0	0	63	0	21	0	0	0	4	0	0	5	0	0	0	0	0	9	41	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	560	0	39	0	0	0	0	0	0	0	0	4	0	0	0	0	30	0	17	0	17	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Romboutsia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	13	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Roseburia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Roseomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rothia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	40	54	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruminococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruthenibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S5-A14a	0	22	1	12	10	5	141	110	21	1	20	17	31	14	3	16	0	27	8	193	70	19	1	69	4	119	1610	19	0	6	4	1	11	13	18	9	0	0	16	12	57	23	60	18	2	0	34	12	28	0	307	25	20	21	3	12	12	11	6	25	8	1	230	25	0	0	12	0	0	15	4	22	68	1	76	2	23	40	0	0	50	3	0	8	157	32	50	207	1	0	51	0	37	12	18	145	0	0	9	0	1691	1250	19	0	2	7	81	10	144	28	2	15	14	15	0	5	29	0	3	18	61	1456	55	0	25	0	6	16	0	0	0	32	0	18	10	8	6	9	17	0	1	51	5	65	24	0	3	0	4	0	21	0	17	56	0	7	14	8	22	20	4	6
